name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Ethiopia Kayon Mountain,Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.58,94,July 2018,"Elegant, intricately rich. Lemon verbena, raw honey, mango, star jasmine, roasted cacao nib in aroma and cup. Vibrantly sweet-tart in structure with juicy acidity; syrupy mouthfeel. The crisp, cocoa-toned finish consolidates to notes of lemon verbena and jasmine. "
Ethiopia Kayon Mountain,Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,94,September 2020,"Richly chocolaty, deeply fruit-toned. Chocolate fudge, raspberry coulis, sandalwood, lilac in aroma and cup. Sweetly tart structure with juicy acidity; plush, lively mouthfeel. The floral- and fruit-toned finish is supported by chocolate tones throughout."
Ethiopia Kayon Mountain,Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.14,93,November 2017,"Delicate, richly and sweetly tart. Dried hibiscus, fine musk, almond, sandalwood, raspberry in aroma and cup. Fruit-toned, deeply sweet structure with gently-expressed acidity; buoyant, satiny-smooth mouthfeel. The crisp, flavor-saturated finish is characterized by sweet-tart fruit and floral tones (raspberry, hibiscus)."
Ethiopia Kayon Mountain,Big Creek Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,93,October 2018,"Intricate, richly sweet. Lemon verbena, raspberry, roasted cacao nib, maple syrup, jasmine in aroma and cup. Sweetly tart structure with crisp acidity; full, syrupy mouthfeel. The flavor-saturated finish centers around lemon verbena and maple syrup."
Ethiopia Kayon Mountain,Yellow Brick Coffee,Medium-Light,United States,Ethiopia,5.88,94,September 2022,"Richly sweet-tart, high-toned. Apricot nectar, almond nougat, jasmine, cedar, cocoa nib in aroma and cup. Richly sweet-tart structure with juicy-bright acidity; very syrupy, vibrant mouthfeel. Cocoa-toned finish with undertones of apricot and cedar."
Ethiopia Kayon Mountain,Ben's Beans,Medium-Light,United States,Ethiopia,4.98,93,November 2018,"Delicately sweet-tart, cocoa-toned. Roasted cacao nib, lemon zest, narcissus, mango, frankincense in aroma and cup. Intricately sweet, high-toned, with bright, juicy acidity; lush, syrupy mouthfeel. The richly sweet finish consolidates to cocoa-toned mango supported by notes of frankincense."
Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.57,93,August 2018,"Richly sweet, floral-toned. Narcissus-like flowers, almond, maple syrup, apricot, myrrh in aroma and cup. Sweetly tart in structure, with bright, juicy acidity; delicate, silky mouthfeel. The richly drying finish is resonant with notes of amond and myrrh."
Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,Medium,United States,Ethiopia,6.17,94,August 2019,"Complex, chocolaty, richly sweet. Dark chocolate, guava, butterscotch, honeysuckle, ginger blossom in aroma and cup. Sweetly tart structure with high-toned acidity; crisp, syrupy mouthfeel. Long, resounding finish that carries over all the notes from the cup, in particular foregrounding guava and dark chocolate."
Ethiopia Kayon Mountain Natural,Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.86,93,September 2021,"Chocolaty, cleanly fruit-forward. Dark chocolate, blueberry, sandalwood, wisteria, lemongrass in aroma and cup. Sweet-tart structure with brisk acidity; syrupy-smooth mouthfeel. Richly chocolaty finish with undertones of wisteria and sandalwood."
Ethiopia Nano Genji,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.32,92,August 2021,"Bright, richly chocolaty. Dark chocolate, pink grapefruit zest, plum, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut cedar."
Ethiopia Nano Genji,Temple Coffee,Light,United States,Ethiopia,7.5,95,September 2022,"Elegantly bright, delicately juicy, richly aromatic. Cocoa nib, ginger flower, apricot, pink grapefruit zest, hint of thyme in aroma and cup. Sweet-tart structure with juicy acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish."
Ethiopia Reko,Temple Coffee and Tea,Medium-Light,United States,Ethiopia,5.58,91,November 2018,"Crisply sweet-tart. Apricot, sandalwood, maple syrup, orange zest, freesia-like flowers in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The finish is quietly flavor-saturated, with lead notes of apricot and sandalwood."
Ethiopia Reko,Java Blend Coffee Roasters,Medium-Light,Canada,Ethiopia,3.31,92,March 2018,"Deeply and richly sweet. Strawberry, peach, sandalwood, almond butter, chrysanthemum in aroma and cup. Sweetly tart structure; crisp, satiny mouthfeel. The quiet finish consolidates around notes of almond and sandalwood."
Ethiopia Reko Estate Yirgacheffe,Temple Coffee and Tea,Medium-Light,United States,Ethiopia,5.58,92,January 2018,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long."
Ethiopia Reko Estate Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,92,February 2020,"Sweet, quietly intense, floral-toned. Rose, sandalwood, cashew, lemon verbena, a hint of mace in aroma and cup. Crisp and balanced in structure; silky mouthfeel. Flowers carry on deep into the finish."
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,93,August 2021,"Floral-toned, deeply sweet. Tea rose, nectarine, sandalwood, cocoa nib, agave syrup in aroma and cup. Sweetly tart in structure with juicy, vibrant acidity and lightly satiny mouthfeel. Finish leads with notes of cocoa nib and tea rose, supported by hints of nectarine."
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,94,September 2020,"Richly sweet, deeply aromatic, floral-toned. Plum, Meyer lemon zest, tea rose, sandalwood, maple syrup in aroma and cup. Balanced, sweetly tart structure; smooth, syrupy mouthfeel. Notes of tea rose and sandalwood permeate the rich finish."
Ethiopia Sidamo,Joe Van Gogh,Medium-Light,United States,Ethiopia,4.11,90,February 2020,"Cleanly fruit-toned, aromatic wood-framed. Strawberry, sandalwood, almond butter, freesia-like flowers, maple syrup in aroma and cup. Sweet-tart structure with crisp, fruity acidity; delicate, silky mouthfeel. "
Ethiopia Sidamo,Larry's Coffee,Medium,United States,Ethiopia,4.11,92,February 2020,"Richly sweet, roast-rounded. Dark chocolate, gardenia, gently scorched cedar, red plum, hazelnut in aroma and cup. Sweet structure with little discernible acidity; full, creamy mouthfeel. A chocolate-driven finish is supported by notes dark chocolate, gardenia and hazelnut."
Ethiopia Suke Quto,Roast House,Medium-Light,United States,Ethiopia,4.19,92,November 2017,"Delicate, sweetly spice-toned. Pink peppercorn, date, myrrh, lavender, roasted cacao nib in aroma and cup. Crisp, spice-toned structure with citrus-like acidity; satiny, very smooth mouthfeel. The crisply sweet finish centers around spice and pungent floral notes."
Ethiopia Suke Quto,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,93,August 2020,"Brightly fruit-toned, deeply sweet-tart. Pomegranate, jasmine, honey, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with brisk acidity; full, creamy mouthfeel. Finish consolidates to notes of jasmine, honey and grapefruit."
Ethiopia Suke Quto Honey,Paradise Roasters,Medium-Light,United States,Ethiopia,5.81,95,December 2019,"Delicate, complex, multi-layered. Bergamot, dark chocolate, nougat, narcissus, cedar in aroma and cup. Richly sweet-savory structure with citrusy acidity; full, syrupy mouthfeel. The floral- and fruit-driven finish is supported by chocolate and aromatic wood notes."
Ethiopia Suke Quto Honey,Paradise Roasters,Medium-Light,United States,Ethiopia,5.28,94,February 2018,"Bright, richly sweet. Lime blossom, raspberry jam, sandalwood, roasted cacao nib, maple syrup in aroma and cup. Sweetly tart in structure with juicy acidity; viscous, buoyant mouthfeel. The finish leads with citrus and berry notes in the short, segueing to sandalwood-framed sweet florals in the long."
Ethiopia Worka Sakaro Anaerobic Natural,Red Rock Roasters,Medium,United States,Ethiopia,4.7,94,November 2021,"Richly bittersweet, citrus-toned. Bergamot, dark chocolate, narcissus, cedar, molasses in aroma and cup. Bittersweet structure with vibrant acidity; plush, syrupy mouthfeel. The finish centers around notes of dark chocolate and bergamot."
Ethiopia Worka Sakaro Anaerobic Natural,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.73,94,October 2021,"Deeply and richly sweet, chocolate- and berry-toned. Blackberry, dark chocolate fudge, almond nougat, agave syrup, fresh-cut cedar in aroma and cup. Sweet-toned structure with juicy-bright acidity; very full, satiny mouthfeel. The crisp finish consolidates to notes of dark chocolate fudge and blackberry."
Ethiopia Yirgacheffe,Mystic Monk Coffee,Medium,United States,Ethiopia,4.11,90,February 2018,"Richly sweet, chocolate-toned. Molasses, baker’s chocolate, lily, cedar, black peppercorn in aroma and cup. Bittersweet structure with round, gentle acidity; velvety-smooth mouthfeel. The finish is thoroughly chocolate-toned, leading with baker’s chocolate in the short complicated by deep florals and aromatic wood, rounding to cocoa powder and molasses in the long."
Ethiopia Yirgacheffe,Mystic Monk Coffee,Medium,United States,Ethiopia,4.11,91,February 2019,"Richly spice-toned, chocolaty. Dark chocolate, peppercorn medley, dried persimmon, gardenia, singed oak in aroma and cup. Sweet-toned structure with mild acidity; satiny, surprisingly full mouthfeel. Crisp, cocoa-laden finish with gardenia and persimmon as supporting undertones."
Ethiopia Yirgacheffe G1,VERYTIME,Light,Taiwan,Ethiopia,4.25,91,February 2022,"A friendly, accessible natural-processed Ethiopia cup: crisply sweet, deeply chocolaty, with hints of spicy florals throughout."
Ethiopia Yirgacheffe G1,Santos Coffee,Light,Hawai'i,Ethiopia,3.56,94,March 2019,"Multi-layered and expressive. Star jasmine, cherry, maple syrup, cocoa nib, almond in aroma and cup. Sweetly tart structure with lively acidity; full, syrupy mouthfeel. The resonant finish leads with notes of jasmine and almond in the short, with cocoa-toned cherry returning in the long."
Ethiopia Yirgacheffe Kochere,Cup to Cup Coffee Roasters,Medium-Light,United States,Ethiopia,3.53,93,August 2022,"Crisp, spicy, orange-toned. Spice box, black currant, orange, cocoa, a hint of sweet flowers in aroma and cup. Sweet-tart structure with a briskly savory edge; full, plump mouthfeel. Rich and round in the finish: orange, blackberry, a continued hint of flowers.  "
Ethiopia Yirgacheffe Kochere,Blues Brew Coffee,Medium-Light,Taiwan,Ethiopia,6.4,93,February 2019,"Delicate, sweetly herbaceous. Cocoa nib, bergamot, narcissus-like flowers, black tea, cedar in aroma and cup. Sweet-savory structure with rich, citrusy acidity; full, syrupy mouthfeel. The finish is redolent with notes of bergamot and narcissus in the short, cocoa-toned cedar in the long."
Finca La Maria Geisha Natural,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,22.49,95,April 2018,"Lush, high-toned, richly sweet. Apricot, bergamot zest, nougat, sandalwood, honeysuckle in aroma and cup. Deeply sweet in structure, with juicy, bright acidity; plump, syrupy mouthfeel. The finish is seemingly eternal, resonant with all the flavor notes from the cup: stone fruit, citrus zest, nutty caramel, aromatic wood and sweet florals."
Finca La Maria Geisha Natural,Blues Brew Coffee,Light,Taiwan,Colombia,36.81,94,February 2021,"Deeply pungent, sweetly savory. Dark chocolate, narcissus, black cherry, cardamom, cashew in aroma and cup. Sweet-savory structure with roundly tart acidity; full, creamy mouthfeel. The floral-toned finish leads with notes of narcissus, balanced by dark chocolate and cashew underneath. "
Finca San Carlos,El Gran Cafe,Light,Guatemala,Guatemala,3.82,88,December 2021,"Crisply sweet-savory. Pecan, pie cherry, brown sugar, oak, a hint of gardenia in aroma and cup. Bittersweet structure with brisk acidity; chewy mouthfeel. Pecan tones prevail in the crisply sweet finish."
Finca San Carlos,El Gran Café,Medium-Light,Guatemala,Guatemala,3.82,94,October 2020,"Richly sweet, nuanced, multi-layered. Apricot, star jasmine, cocoa nib, cashew, oak in aroma and cup. Sweet-savory structure with delicate acidity; full, lightly syrupy mouthfeel. Rich, long, cocoa-toned finish."
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,93,January 2022,"Bright, citrusy. Lime zest, cocoa nib, lychee, marjoram, freesia-like flowers in aroma and cup. Lively structure with crisp acidity; satiny, viscous mouthfeel. The finish consolidates to notes of lime zest and marjoram."
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,April 2022,"Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity; syrupy mouthfeel. The resonant finish centers around notes of date and dark chocolate."
Gigesa Ethiopia,JBC Coffee Roasters,Light,United States,Ethiopia,5.29,94,August 2021,"Delicate, richly aromatic, complex. Tangerine zest, cocoa nib, guava, marjoram, jasmine in aroma and cup. Sweet-tart structure with zesty-bright acidity; silky, vibrant mouthfeel. The finish leads with notes of guava and tangerine zest, rounding to cocoa and marjoram in the long."
Guatemala Acatenango Geisha,Black Coffee In Black Jar,Medium-Light,Taiwan,Guatemala,32.0,92,December 2019,"Delicately sweet, floral toned. Narcissus, plum, cedar, cocoa nib, almond in aroma and cup. Deeply sweet in structure with gentle, rounded acidity; full, satiny mouthfeel. Crisp, richly drying finish with notes of narcissus and cocoa nib."
Guatemala Acatenango Geisha,Regent Coffee,Light,United States,Guatemala,8.67,93,March 2021,"High-toned, richly sweet. Bing cherry, narcissus, almond butter, lemon verbena, cedar in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of cherry and lemon verbena, rounding to rich almond notes in the long."
Guatemala Bella Carmona,Conscious Cup Coffee Roasters,Medium-Light,United States,Guatemala,5.58,94,August 2020,"Deeply chocolaty, vibrantly high-toned. Dark chocolate, nectarine, almond butter, freesia-like flowers, lemon thyme in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy-smooth mouthfeel. The resonantly chocolaty finish is supported by notes of almond butter and hints of freesia."
Guatemala Bella Carmona,Atom Coffee Roasters,Medium-Light,Taiwan,Guatemala,5.82,93,September 2020,"Deep-toned, cleanly fruit-centered. Pineapple, violet candy, almond brittle, cedar, brown sugar in aroma and cup. Sweet structure with brisk acidity; silky-smooth, lively mouthfeel. The finish is quietly flavor-saturated."
Guatemala Bella Carmona,Highwire Coffee Roasters,Medium-Light,United States,Guatemala,5.36,92,September 2020,"Deep-toned, chocolaty. Dark chocolate, date, hazelnut, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with pert acidity; delicately smooth mouthfeel. Chocolate- and hazelnut-toned finish."
Guatemala Bella Carmona,Big Shoulders Coffee,Medium-Light,United States,Guatemala,5.29,93,December 2020,"Chocolaty, floral-toned. Baking chocolate, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Baking chocolate and honeysuckle, supported by cedar, carry the finish."
Guatemala Los Santos,Temple Coffee,Medium-Light,United States,Guatemala,6.47,93,September 2022,"Crisply sweet-tart, richly nut-toned. Pomegranate, baking chocolate, hazelnut, lime zest, cedar in aroma and cup. Sweet-tart structure with gently bright, balanced acidity; crisp, satiny mouthfeel. Quiet finish centered around sweet nut and chocolate tones."
Guatemala Los Santos,Temple Coffee Roasters,Medium-Light,United States,Guatemala,5.58,92,August 2019,"Bittersweet, rich-toned. Date, grapefruit zest, hazelnut, cedar, freesia-like flowers in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy mouthfeel. The finish is framed by aromatic wood notes (cedar) with date and hazelnut undertones and a throughline of grapefruit zest."
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,8.82,93,December 2021,"Crisply fruit-forward, sweetly tart. Goji berry, cinnamon, carnation, dark chocolate, hazelnut in aroma and cup. Deeply sweet structure with crisp acidity; plush, satiny mouthfeel. Gently fruity finish centered around notes of dark chocolate and goji berry."
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,7.72,95,April 2021,"Deeply spice-toned, singular and complex. Dried red currant, sandalwood, fresh cinnamon, dark chocolate, brown sugar in aroma and cup. Richly sweet with wine-toned acidity; viscous, full mouthfeel. The spice-toned finish is supported by notes of dark chocolate and red currant."
Holiday Blend,Olympia Coffee Roasting,Medium-Light,United States,Ethiopia,5.73,93,December 2018,"Delicate, sweetly savory. Red currant, honeysuckle, roasted cacao nib, agave syrup, eucalyptus in aroma and cup. Lively acidity lifts the sweet-savory structure; full, syrupy mouthfeel. The richly drying finish consolidates to notes of red currant, eucalyptus and cacao nib."
Holiday Blend,Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,14.33,93,November 2020,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long."
Holiday Coffee,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,17.61,94,November 2020,"Sweet-toned with a distinct lactic tang. Dried mango, fermenty tangerine, fresh yogurt, narcissus, Nutella in aroma and cup. Savory-sweet structure with lactic-leaning acidity; smooth, satiny mouthfeel. The long, sweet finish consolidates around notes of Nutella and tangerine."
Holiday Coffee,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,96,November 2021,"Richly sweet-savory, deep-toned. Baking spices, dark chocolate, date, narcissus, tangerine zest in aroma and cup. Sweetly savory structure with juicy, resonant acidity; plush, creamy mouthfeel. Long, lingering, flavor-saturated finish that leads with baking spices with undertones of dark chocolate and narcissus."
Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,95,April 2021,"Richly aromatic, deeply complex. Tamarind, narcissus, black currant, ripe tomato, cocoa nib in aroma and cup. Sweet-savory structure with juicy-tart acidity; very full, syrupy-smooth mouthfeel. Savory-leaning finish driven by notes of ripe tomato and cocoa nib with undertones of black currant and cedar."
Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.76,95,June 2022,"Berry-driven, complexly sweet-savory. Mulberry, praline, cocoa nib, lilac, tangerine zest in aroma and cup. Brightly sweet-savory structure with juicy, vibrant acidity; full, syrupy-smooth mouthfeel. Resonant, lingering, berry-toned finish, chocolaty and floral."
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,0.17,94,May 2020,"Crisply fruit-centered, floral-toned. Mango, cocoa nib, lilac, honey, Meyer lemon in aroma and cup. Sweet-toned structure with lush, elegant acidity; crisply viscous mouthfeel. Balanced, layered finish."
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,96,August 2022,"Deep-toned, complexly layered, vibrantly aromatic. Black cherry, honeysuckle, cocoa nib, sugar cane, lemon balm in aroma and cup. Richly bittersweet structure with tart, juicy acidity; crisp, satiny mouthfeel. Very long, nuanced, resonant finish."
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,95,November 2021,"Floral-toned, delicately chocolaty. Lilac, cocoa nib, red currant, honey, pink grapefruit zest in aroma and cup. Richly sweet structure; bright, balanced acidity. Syrupy-smooth mouthfeel. The finish leads with cocoa nib and concludes with honey-toned red currant."
Kenya,Evie's Cafe,Medium,Taiwan,Kenya,5.64,92,August 2018,"Sweetly savory, chocolate-toned. Baker’s chocolate, singed cedar, gardenia, plum, molasses in aroma and cup. Crisply sweet-savory structure; delicate, satiny mouthfeel. The richly drying finish centers around baker’s chocolate and pleasantly smoky aromatic wood notes."
Kenya,CafeTaster,Medium-Light,Taiwan,Kenya,8.46,95,August 2022,"Nuanced, multi-layered. Almond brittle, pomegranate, dark chocolate, narcissus, lemon-thyme in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel with. Resonant, long, flavor-saturated finish. "
Kenya Kirinyaga,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.17,93,December 2019,"Rich-toned, sweetly savory, vibrant. Cocoa nib, black currant, myrrh, apricot, hop flowers in aroma and cup. Sweet, savory-edged structure with brisk acidity; plush, syrupy mouthfeel. The resonant finish centers around apricot and hop flowers in the short, cocoa nib and myrrh in the long."
Kenya Kirinyaga,Big Shoulders Coffee,Light,United States,Kenya,4.41,94,March 2018,"Intricately layered, deeply and sweetly pungent. Roasted cacao nib, lemon zest, lilac, candied ginger, frankincense in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, syrupy mouthfeel. The complex finish sustains all of the flavor notes from the cup, sweet flowers in particular."
Kenya Kirinyaga Mukangu AB,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,95,November 2017,"Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones; crisp, velvety mouthfeel. The cocoa-toned finish leads with spicy florals and tropical fruit in the short, grounded by pleasing notes of toasted barley in the long."
Kenya Kirinyaga Mukangu AB,Coffee Please,Medium-Light,Taiwan,Kenya,5.66,92,May 2018,"Richly sweet-savory, spice-toned. Black currant, roasted cacao nib, freesia-like flowers, almond, molasses in aroma and cup. Sweet-savory in structure with crisply bright acidity; velvety mouthfeel. The quietly nuanced finish centers around black currant and freesia tones in the short, molasses and almond in the long."
Kenya Kirinyaga Peaberry,Wildgoose Coffee Roasters,Light,United States,Kenya,6.17,93,March 2021,"Vibrant, sweetly savory, floral-toned. Cocoa nib, black currant, amber, honeysuckle, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity; crisp, lightly syrupy mouthfeel. The resonant finish centers around black currant and hop flowers in the short, cocoa nib and amber in the long."
Kenya Kirinyaga Peaberry,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,93,October 2020,"Richly sweet-tart, chocolaty. Tangerine, dark chocolate, almond butter, freesia-like flowers, a hint of marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel.The finish consolidates to suggestions of chocolate and tangerine."
Kenya Nyeri,Nostalgia Coffee Roasters,Medium-Light,United States,Kenya,8.23,93,January 2021," Vibrantly sweet-tart, balanced. Lemon drop, red currant, cocoa nib, almond butter, cedar in aroma and cup. Sweetly tart structure with bright, vibrant acidity; crisp, satiny mouthfeel. Finish consolidates to notes of citrusy cocoa and red currant."
Kenya Nyeri,Green Stone Coffee,Medium-Light,Taiwan,Kenya,9.24,94,March 2021,"Rich-toned, deeply aromatic. Black currant, toffee, narcissus, cedar, agave syrup in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of black currant and toffee that carry far into the long."
Kenya Nyeri,Peacock Coffee Roaster,Medium-Light,Taiwan,Kenya,6.4,94,November 2020,"High-toned, richly sweet-tart. Black currant, hibiscus flower, fresh-cut cedar, roasted cocoa nib, tamarind in aroma and cup. Richly sweet-tart structure with resonant, lively acidity; very syrupy mouthfeel. The pleasing finish leads with black currant and hibiscus flower in the short, rounding to cocoa nib and cedar in the long."
KonAroma Direct Trade Kona,Jampot Poorrock Abbey,Medium,United States,Hawai'I,10.58,92,March 2020,"Richly sweet, floral- and nut-toned. Magnolia, cashew butter, cedar, maple syrup, red grape in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Resonant finish centers around suggestions of magnolia and nut-butter."
KonAroma Direct Trade Kona,Jampot Poorock Abbey,Medium,United States,Hawai'I,10.58,90,March 2019,"Deep, sweet, gently roasty. Orange zest, scorched cedar, cocoa, roasted cashew, a hint of lily in aroma and cup. Roasty pungent but sweet in structure; plush and lightly syrupy in mouthfeel. Chocolaty, richly drying in the finish.  "
Kona Mocca®,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,39.66,95,November 2021,"Exuberantly sweet-toned, richly floral. Dark chocolate, narcissus, sandalwood, blood orange zest, cedar in aroma and cup. Sweet-toned structure with bright, fruity acidity; full, satiny mouthfeel. The finish centers around citrus, chocolate, and flowers."
Kona Mocca®,Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,19.82,96,November 2018,"Enchantingly rich, intensely floral, unique. Dried black cherry, tea rose, Cognac, chocolate fudge, gently scorched almond wood in aroma and cup. Deeply sweet-savory in structure with crisp, apple-toned acidity; plump, syrupy mouthfeel. Exceptionally long finish that carries over all the aroma and flavor notes from the cup, plus an umami intrigue akin to candied bacon."
Kona Mocca®,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,38.58,96,April 2021,"Lyrically sweet, luxuriously chocolaty. Chocolate fudge, tamarind, sandalwood, narcissus, a hint of wine barrel in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. The finish resolves around chocolate fudge and tamarind with undertones of rich sandalwood."
Kona Mocca®,Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,19.82,95,February 2018,"Crisp, delicate, yet intense and original. Lush, rose-like flowers, dark chocolate, cedar, almond, ripe pineapple in aroma and cup. Balanced and complete in structure, poised at a round, satisfying intersection of sweet, tart and bitter. Light but syrupy in texture. Layered and resonant in the finish: rose, chocolate, almond all ring on."
Kona Mocca®,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,33.05,96,November 2020,"Chocolaty, richly sweet-tart, deep-toned. Chocolate fudge, passion fruit, sandalwood, lily, a hint of Cognac in aroma and cup. Sweetly and opulently tart with generous, bright acidity; lush, viscous mouthfeel. Sandalwood- and chocolate-toned finish with undertones of passionfruit into the long."
Kona SL34,Kona Farm Direct,Medium,Hawai'i,Hawai'I,16.12,93,November 2020,"Delicately sweet-savory, floral-toned. Lilac, plum, almond brittle, lemon verbena, gently scorched elm in aroma and cup. RIchly bittersweet structure with gentle acidity; syrupy-smooth mouthfeel. The finish centers around notes of lemon verbena and lightly scorched elm."
Kona SL34,Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,17.61,90,February 2020,"Crisply sweet, meadowy. Molasses, lilac, wheat grass, fresh cucumber, fresh-cut elm in aroma and cup. Delicately sweet-savory in structure; lightly syrupy in mouthfeel. Fresh, sweet, rather simple finish."
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,94,May 2022,"Tropical fruit-toned, juicy and bright. Lychee, mango, almond butter, osmanthus, oak in aroma and cup. Sweet in structure with winey acidity; crisp, syrupy mouthfeel. Fruit-driven finish supported by notes of almond and oak."
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,95,June 2022,"Fruit-forward, elegantly bright. Lychee, passionfruit, cashew butter, sandalwood, bergamot in aroma and cup. Sweetly tart with vibrant acidity; crisp, syrupy mouthfeel. Fruit-toned finish with undertones of cashew butter and sandalwood. "
Laura’s Reserve SL34,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,95,October 2020,"Balanced, complex, rich-toned. Cocoa nib, pluot, tangerine zest, star jasmine, lemon verbena in aroma and cup. Deeply sweet, high-toned structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The long, resonant finish maintains the multi-layered notes from the cup."
Laura’s Reserve SL34,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,96,November 2021,"Harmoniously balanced, deep-toned, bright. Nectarine, cocoa nib, pink grapefruit zest, star jasmine, marjoram in aroma and cup. Richly sweet-savory structure with malic, apple-toned acidity; plush, syrupy-smooth mouthfeel. The satisfying finish carries over all the flavor notes from the cup. "
Mama Cata Mokkita,Paradise Roasters,Medium-Light,United States,Panama,132.28,97,November 2021,"Aromatically other-worldly, resoundingly juicy. Caramelized pineapple, aromatic orchid, pistachio, raw chocolate, oolong tea in aroma and cup. Sweet-savory-tart structure with gently bright acidity; deep, syrupy mouthfeel. Flavor-laden finish with especially impressive fruit and florals."
